,Series,Country,Country Code,Time,Value,YoY Change
51477,Real Effective Exchange Rate,Thailand,THA,2003,8.42443000646e-08,-1.7816348445075514
51494,Real Effective Exchange Rate,Thailand,THA,2004,8.399719951789e-08,-0.29331426164205254
51511,Real Effective Exchange Rate,Thailand,THA,2005,8.522751154015999e-08,1.4647060013089463
51528,Real Effective Exchange Rate,Thailand,THA,2006,9.243816080489001e-08,8.460471430439798
51545,Real Effective Exchange Rate,Thailand,THA,2007,1.0472294793839999e-07,13.28973556650439
51562,Real Effective Exchange Rate,Thailand,THA,2008,9.858271501957e-08,-5.863311757077161
51579,Real Effective Exchange Rate,Thailand,THA,2009,9.487413501353e-08,-3.761896804428444
51596,Real Effective Exchange Rate,Thailand,THA,2010,9.996392377327e-08,5.364780146890569
51613,Real Effective Exchange Rate,Thailand,THA,2011,9.892348621129e-08,-1.040813048055056
51630,Real Effective Exchange Rate,Thailand,THA,2012,9.933581095175001e-08,0.4168117767092694
51647,Real Effective Exchange Rate,Thailand,THA,2013,1.0459650995494001e-07,5.295873615755009
51664,Real Effective Exchange Rate,Thailand,THA,2014,1.0134535652705e-07,-3.1082809830754288
51681,Real Effective Exchange Rate,Thailand,THA,2015,1.0289955831025e-07,1.5335698017749477
51698,Real Effective Exchange Rate,Thailand,THA,2016,9.964219355182e-08,-3.165577007248954
51715,Real Effective Exchange Rate,Thailand,THA,2017,1.0300950939927e-07,3.3794075857019212
51744,Real Effective Exchange Rate,United States,USA,1987,1.1264580304947001e-07,9.354761231654107
51761,Real Effective Exchange Rate,United States,USA,1988,1.0612001974711001e-07,-5.79318813990265
51778,Real Effective Exchange Rate,United States,USA,1989,1.0957415993205e-07,3.254937374843503
51795,Real Effective Exchange Rate,United States,USA,1990,1.0448910299274001e-07,-4.640744626710691
51812,Real Effective Exchange Rate,United States,USA,1991,1.0037602627200999e-07,-3.936369059475797
51829,Real Effective Exchange Rate,United States,USA,1992,9.797891549935e-08,-2.388130773541519
51846,Real Effective Exchange Rate,United States,USA,1993,1.0091613601416999e-07,2.9978087630899264
51863,Real Effective Exchange Rate,United States,USA,1994,1.0132431002151e-07,0.4044685255118141
51880,Real Effective Exchange Rate,United States,USA,1995,9.962502638685e-08,-1.6770739759286446
51897,Real Effective Exchange Rate,United States,USA,1996,1.0226727095318e-07,2.65218957741602
51914,Real Effective Exchange Rate,United States,USA,1997,1.0741825424264999e-07,5.036785710091163
51931,Real Effective Exchange Rate,United States,USA,1998,1.165638249396e-07,8.513981875269394
51948,Real Effective Exchange Rate,United States,USA,1999,1.1565211139713e-07,-0.7821582235675861
51965,Real Effective Exchange Rate,United States,USA,2000,1.1954658175142e-07,3.3674009987738396
51982,Real Effective Exchange Rate,United States,USA,2001,1.2635963432308e-07,5.699077691595367
51999,Real Effective Exchange Rate,United States,USA,2002,1.2639761145765e-07,0.03005479936173394
52016,Real Effective Exchange Rate,United States,USA,2003,1.1902397159033001e-07,-5.833686081790046
52033,Real Effective Exchange Rate,United States,USA,2004,1.1381579807551e-07,-4.37573494249216
52050,Real Effective Exchange Rate,United States,USA,2005,1.1190624836028001e-07,-1.6777545362930302
52067,Real Effective Exchange Rate,United States,USA,2006,1.1092476285868e-07,-0.8770605001788057
52084,Real Effective Exchange Rate,United States,USA,2007,1.0566606737959e-07,-4.740776850512329
52101,Real Effective Exchange Rate,United States,USA,2008,1.0077562251221e-07,-4.628207511321292
52118,Real Effective Exchange Rate,United States,USA,2009,1.0469644758098001e-07,3.8906483244943058
52135,Real Effective Exchange Rate,United States,USA,2010,1.0001850084336e-07,-4.46810454958535
52152,Real Effective Exchange Rate,United States,USA,2011,9.486723433317001e-08,-5.150313658727446
52169,Real Effective Exchange Rate,United States,USA,2012,9.686763972433999e-08,2.108636775627537
52186,Real Effective Exchange Rate,United States,USA,2013,9.695371866853e-08,0.08886243582992837
52203,Real Effective Exchange Rate,United States,USA,2014,9.893643861523999e-08,2.045016915223874
52220,Real Effective Exchange Rate,United States,USA,2015,1.0934196128542e-07,10.517381478270792
52237,Real Effective Exchange Rate,United States,USA,2016,1.1356636498855001e-07,3.863478991475988
52254,Real Effective Exchange Rate,United States,USA,2017,1.1316554561799001e-07,-0.352938451979512
52283,Real Effective Exchange Rate,Vietnam,VNM,1987,,
52300,Real Effective Exchange Rate,Vietnam,VNM,1988,,
52317,Real Effective Exchange Rate,Vietnam,VNM,1989,,
52334,Real Effective Exchange Rate,Vietnam,VNM,1990,,
52351,Real Effective Exchange Rate,Vietnam,VNM,1991,,
52368,Real Effective Exchange Rate,Vietnam,VNM,1992,,
52385,Real Effective Exchange Rate,Vietnam,VNM,1993,,
52402,Real Effective Exchange Rate,Vietnam,VNM,1994,3.177348e-08,
52419,Real Effective Exchange Rate,Vietnam,VNM,1995,8.514888999999999e-08,167.98729632385246
52436,Real Effective Exchange Rate,Vietnam,VNM,1996,8.514888999999999e-08,0.0
52453,Real Effective Exchange Rate,Vietnam,VNM,1997,8.679699429633e-08,1.9355558203166368
52470,Real Effective Exchange Rate,Vietnam,VNM,1998,9.418128502461e-08,8.507541981315159
52487,Real Effective Exchange Rate,Vietnam,VNM,1999,9.309765168544e-08,-1.1505824526463537
52504,Real Effective Exchange Rate,Vietnam,VNM,2000,9.053216171414e-08,-2.7556978343216687
52521,Real Effective Exchange Rate,Vietnam,VNM,2001,9.073811624795001e-08,0.22749322440827058
52538,Real Effective Exchange Rate,Vietnam,VNM,2002,8.976221562515001e-08,-1.0755134260592936
52555,Real Effective Exchange Rate,Vietnam,VNM,2003,8.470830243959e-08,-5.630334713066043
52572,Real Effective Exchange Rate,Vietnam,VNM,2004,8.432461301958e-08,-0.4529537353007762
52589,Real Effective Exchange Rate,Vietnam,VNM,2005,8.713380638280999e-08,3.3314038009017777
52606,Real Effective Exchange Rate,Vietnam,VNM,2006,8.991329513317e-08,3.1899085621816203
52623,Real Effective Exchange Rate,Vietnam,VNM,2007,9.063770096716e-08,0.8056715449223484
52640,Real Effective Exchange Rate,Vietnam,VNM,2008,1.0044014471565001e-07,10.814973950014073
52657,Real Effective Exchange Rate,Vietnam,VNM,2009,1.0327978472162999e-07,2.827196251079789
52674,Real Effective Exchange Rate,Vietnam,VNM,2010,1.0001279151849001e-07,-3.1632455586013353
52691,Real Effective Exchange Rate,Vietnam,VNM,2011,1.0098612344676001e-07,0.9732074402603264
52708,Real Effective Exchange Rate,Vietnam,VNM,2012,1.0823699687654e-07,7.180069085038854
52725,Real Effective Exchange Rate,Vietnam,VNM,2013,1.1414980965679e-07,5.462838909873313
52742,Real Effective Exchange Rate,Vietnam,VNM,2014,1.1753615204656001e-07,2.966577342486687
52759,Real Effective Exchange Rate,Vietnam,VNM,2015,1.2179956699178e-07,3.6273222076651956
52776,Real Effective Exchange Rate,Vietnam,VNM,2016,1.2347802859441001e-07,1.3780521918795419
52793,Real Effective Exchange Rate,Vietnam,VNM,2017,1.2360214953347e-07,0.10052066790575687
52822,Real Effective Exchange Rate,Philippines,PHL,1987,8.634591967925e-08,-30.142056586266285
52839,Real Effective Exchange Rate,Philippines,PHL,1988,8.791258791259e-08,1.814409110655979
52856,Real Effective Exchange Rate,Philippines,PHL,1989,9.433342766676e-08,7.3036636807394695
52873,Real Effective Exchange Rate,Philippines,PHL,1990,8.961767295100999e-08,-4.999028268546302
52890,Real Effective Exchange Rate,Philippines,PHL,1991,8.424237752017e-08,-5.998030582403569
52907,Real Effective Exchange Rate,Philippines,PHL,1992,9.319149794185001e-08,10.623062507391046
52924,Real Effective Exchange Rate,Philippines,PHL,1993,9.177448857004e-08,-1.5205350306679244
52941,Real Effective Exchange Rate,Philippines,PHL,1994,1.0445987906938e-07,13.822349431736502
52958,Real Effective Exchange Rate,Philippines,PHL,1995,1.061398659339e-07,1.6082603957488617
52975,Real Effective Exchange Rate,Philippines,PHL,1996,1.1389996735321e-07,7.311203336305994
52992,Real Effective Exchange Rate,Philippines,PHL,1997,1.1235945743583e-07,-1.3525112896677127
53009,Real Effective Exchange Rate,Philippines,PHL,1998,9.414594681938e-08,-16.21003788386214
53026,Real Effective Exchange Rate,Philippines,PHL,1999,9.966345573004e-08,5.860591026021966
53043,Real Effective Exchange Rate,Philippines,PHL,2000,9.092075620881e-08,-8.772221931488588
53060,Real Effective Exchange Rate,Philippines,PHL,2001,8.620359966290999e-08,-5.188206458673217
53077,Real Effective Exchange Rate,Philippines,PHL,2002,8.64267725661e-08,0.2588904686842586
53094,Real Effective Exchange Rate,Philippines,PHL,2003,7.896294374857e-08,-8.636014739323505
53111,Real Effective Exchange Rate,Philippines,PHL,2004,7.551137956389001e-08,-4.3711189335472245
53128,Real Effective Exchange Rate,Philippines,PHL,2005,7.961655095138001e-08,5.436493693002431
53145,Real Effective Exchange Rate,Philippines,PHL,2006,8.791238851190999e-08,10.419739942761463
53162,Real Effective Exchange Rate,Philippines,PHL,2007,9.524114315662e-08,8.336429903411325
53179,Real Effective Exchange Rate,Philippines,PHL,2008,9.818505916767e-08,3.091012889470335
53196,Real Effective Exchange Rate,Philippines,PHL,2009,9.661372149677e-08,-1.6003836879261213
53213,Real Effective Exchange Rate,Philippines,PHL,2010,9.998132359736e-08,3.485635423641753
53230,Real Effective Exchange Rate,Philippines,PHL,2011,1.0035116562758e-07,0.3699111163094848
53247,Real Effective Exchange Rate,Philippines,PHL,2012,1.0505574526957e-07,4.688116587952229
53264,Real Effective Exchange Rate,Philippines,PHL,2013,1.0835350605358001e-07,3.1390580072970353
53281,Real Effective Exchange Rate,Philippines,PHL,2014,1.0775504536138e-07,-0.5523224065348442
53298,Real Effective Exchange Rate,Philippines,PHL,2015,1.1389073730188e-07,5.694111045958561
53315,Real Effective Exchange Rate,Philippines,PHL,2016,1.0990345732041e-07,-3.5009695045710942
53332,Real Effective Exchange Rate,Philippines,PHL,2017,1.0489429639651001e-07,-4.5577828450804825
53361,Real Effective Exchange Rate,Lao PDR,LAO,1987,,
53378,Real Effective Exchange Rate,Lao PDR,LAO,1988,,
53395,Real Effective Exchange Rate,Lao PDR,LAO,1989,,
53412,Real Effective Exchange Rate,Lao PDR,LAO,1990,,
53429,Real Effective Exchange Rate,Lao PDR,LAO,1991,,
53446,Real Effective Exchange Rate,Lao PDR,LAO,1992,,
53463,Real Effective Exchange Rate,Lao PDR,LAO,1993,,
53480,Real Effective Exchange Rate,Lao PDR,LAO,1994,,
53497,Real Effective Exchange Rate,Lao PDR,LAO,1995,,
53514,Real Effective Exchange Rate,Lao PDR,LAO,1996,,
53531,Real Effective Exchange Rate,Lao PDR,LAO,1997,,
53548,Real Effective Exchange Rate,Lao PDR,LAO,1998,,
53565,Real Effective Exchange Rate,Lao PDR,LAO,1999,,
53582,Real Effective Exchange Rate,Lao PDR,LAO,2000,,
53599,Real Effective Exchange Rate,Lao PDR,LAO,2001,,
53616,Real Effective Exchange Rate,Lao PDR,LAO,2002,,
53633,Real Effective Exchange Rate,Lao PDR,LAO,2003,,
53650,Real Effective Exchange Rate,Lao PDR,LAO,2004,,
53667,Real Effective Exchange Rate,Lao PDR,LAO,2005,,
53684,Real Effective Exchange Rate,Lao PDR,LAO,2006,,
53701,Real Effective Exchange Rate,Lao PDR,LAO,2007,,
53718,Real Effective Exchange Rate,Lao PDR,LAO,2008,,
53735,Real Effective Exchange Rate,Lao PDR,LAO,2009,,
53752,Real Effective Exchange Rate,Lao PDR,LAO,2010,,
53769,Real Effective Exchange Rate,Lao PDR,LAO,2011,,
53786,Real Effective Exchange Rate,Lao PDR,LAO,2012,,
53803,Real Effective Exchange Rate,Lao PDR,LAO,2013,,
53820,Real Effective Exchange Rate,Lao PDR,LAO,2014,,
53837,Real Effective Exchange Rate,Lao PDR,LAO,2015,,
53854,Real Effective Exchange Rate,Lao PDR,LAO,2016,,
53871,Real Effective Exchange Rate,Lao PDR,LAO,2017,,
53900,Real Effective Exchange Rate,Chad,TCD,1987,,
53917,Real Effective Exchange Rate,Chad,TCD,1988,,
53934,Real Effective Exchange Rate,Chad,TCD,1989,,
53951,Real Effective Exchange Rate,Chad,TCD,1990,,
53968,Real Effective Exchange Rate,Chad,TCD,1991,,
53985,Real Effective Exchange Rate,Chad,TCD,1992,,
54002,Real Effective Exchange Rate,Chad,TCD,1993,,
54019,Real Effective Exchange Rate,Chad,TCD,1994,,
54036,Real Effective Exchange Rate,Chad,TCD,1995,,
54053,Real Effective Exchange Rate,Chad,TCD,1996,,
54070,Real Effective Exchange Rate,Chad,TCD,1997,,
54087,Real Effective Exchange Rate,Chad,TCD,1998,,
54104,Real Effective Exchange Rate,Chad,TCD,1999,,
54121,Real Effective Exchange Rate,Chad,TCD,2000,,
54138,Real Effective Exchange Rate,Chad,TCD,2001,,
54155,Real Effective Exchange Rate,Chad,TCD,2002,,
54172,Real Effective Exchange Rate,Chad,TCD,2003,,
54189,Real Effective Exchange Rate,Chad,TCD,2004,,
54206,Real Effective Exchange Rate,Chad,TCD,2005,,
